Station Code,Monitoring Location,State,Type,full_address,Latitude,Longitude,Avg_Temp,Avg_Humidity,Avg_Wind,Weather_Main,Region_Cluster,Temperature (°C) Min,Temperature (°C) Max,Dissolved Oxygen(mg/L) Min,Dissolved Oxygen(mg/L) Max,pH Min,pH Max,Conductivity(µmho/cm) Min,Conductivity(µmho/cm) Max,BOD(mg/L) Min,BOD(mg/L) Max,Nitrate N(mg/L) Min,Nitrate N(mg/L) Max,Fecal Coliform(MPN/100ml) Min,Fecal Coliform(MPN/100ml) Max,Total Coliform(MPN/100ml) Min,Total Coliform(MPN/100ml) Max,Fecal Streptococci(MPN/100ml) Min,Fecal Streptococci(MPN/100ml) Max,WQI_Min,WQI_Max,WQI_Average
1467.0,"River Mahanadi After Confl. Of River Mand,Near Balpur Village.",Chhattisgarh,,"River Mahanadi After Confl. Of River Mand,Near Balpur Village., Chhattisgarh, India",21.2786567,81.8661442,26.5,83.0,2.53,Clouds,1,20.1,32.0,6.6,8.5,7.4,8.0,246.0,420.0,2.2,3.8,1.1,5.3,2.0,210.0,12.0,680.0,5.957692307692308,91.9023746701847,32.79787052753387,46.72926922525245,39.76356987639316
1101.0,"River Mahanadi At Interstate Boundry, Near Surjgarh Village",Chhattisgarh,,"River Mahanadi At Interstate Boundry, Near Surjgarh Village, Chhattisgarh, India",21.2786567,81.8661442,26.5,83.0,2.53,Clouds,1,15.0,32.0,6.7,7.4,7.1,8.2,189.0,342.0,1.1,2.6,0.32,1.68,22.0,22.0,21.0,240.0,5.957692307692308,91.9023746701847,21.83109387079591,39.52707275705478,30.679083313925346
1281.0,River Mahanadi At Hirakud Reservoir,Odisha,,"River Mahanadi At Hirakud Reservoir, Odisha, India",21.6109371,83.81547909999999,26.17,83.0,2.45,Clouds,1,22.0,31.0,6.8,8.4,6.7,8.5,163.0,218.0,1.1,1.5,0.32,0.8,130.0,1700.0,490.0,3500.0,5.957692307692308,91.9023746701847,19.387727377220546,31.152933444899702,25.270330411060122
30063.0,River Mahanadi At Hirakund (Odisha),Odisha,,"River Mahanadi At Hirakund (Odisha), Odisha, India",21.5366818,83.8950042,26.4,83.0,2.27,Clouds,1,27.0,28.0,9.6,10.0,7.3,7.6,152.0,229.0,1.0,1.0,0.32,0.49,95.31980715146645,780.0,1300.0,1300.0,20.0,20.0,17.722650783824157,19.056577351210613,18.389614067517385
1270.0,River Mahanadi At Sambalpur U/S,Odisha,,"River Mahanadi At Sambalpur U/S, Odisha, India",21.4668716,83.9811665,26.58,83.0,2.24,Clouds,1,23.0,30.0,6.2,7.8,7.1,8.0,178.0,235.0,1.1,1.6,0.32,0.71,130.0,1700.0,460.0,3300.0,2.0,2.0,22.63551973733303,29.993845570903463,26.314682654118247
1271.0,River Mahanadi At Sambalpur D/S,Odisha,,"River Mahanadi At Sambalpur D/S, Odisha, India",20.8910582,84.8773861,26.75,80.0,1.78,Clouds,1,23.0,30.0,6.2,7.8,7.4,8.5,158.0,240.0,1.5,2.4,0.32,0.61,270.0,2300.0,1700.0,4900.0,2.0,13.0,27.712747360459787,39.656170654390074,33.684459007424934
2405.0,River Mahanadi At Sambalpur Fd/S At Huma,Odisha,,"River Mahanadi At Sambalpur Fd/S At Huma, Odisha, India",21.4668716,83.9811665,26.58,83.0,2.24,Clouds,1,22.0,31.0,6.4,8.0,7.4,8.3,160.0,247.0,1.2,1.9,0.32,0.62,230.0,2300.0,790.0,4900.0,2.0,17.0,24.922085968465083,34.074051422460414,29.49806869546275
1272.0,River Mahanadi (After Confl. With R. Ong ) At Sonepur U/S,Odisha,,"River Mahanadi (After Confl. With R. Ong ) At Sonepur U/S, Odisha, India",20.8410126,83.8973977,27.25,81.0,2.62,Clouds,1,23.0,29.0,7.3,9.9,7.2,8.5,156.0,362.0,1.1,1.6,0.32,0.69,13.0,1300.0,49.0,2400.0,2.0,33.0,21.483764541206977,29.5363265935464,25.510045567376686
1274.0,River Mahanadi (After Confl. With R. Tel) At Sonepur D/S,Odisha,,"River Mahanadi (After Confl. With R. Tel) At Sonepur D/S, Odisha, India",20.9069105,83.84067309999999,27.53,81.0,2.47,Clouds,1,23.0,30.0,6.2,10.0,7.3,8.5,150.0,264.0,1.3,2.1,0.32,0.75,49.0,2200.0,240.0,4900.0,2.0,49.0,25.417245476325803,33.77097498208121,29.59411022920351
2404.0,River Mahanadi At Power Channel D/S Near Burla,Odisha,,"River Mahanadi At Power Channel D/S Near Burla, Odisha, India",21.4907773,83.9094288,26.4,83.0,2.23,Clouds,1,23.0,30.0,6.0,8.0,7.1,8.1,180.0,239.0,1.2,1.9,0.32,0.74,170.0,636.0863579474343,1100.0,1565.5568332596197,5.957692307692308,91.9023746701847,23.78027232257389,32.41459326608118,28.09743279432753
2406.0,River Mahanadi At Mundali (Water Intake Point Of Bhubaneswar City),Odisha,,"River Mahanadi At Mundali (Water Intake Point Of Bhubaneswar City), Odisha, India",20.4430118,85.748719,28.02,81.0,2.12,Clouds,1,22.0,32.0,6.6,8.8,6.9,8.2,157.0,245.0,1.2,2.0,0.32,0.62,78.0,2300.0,330.0,4900.0,2.0,79.0,21.66412160733844,33.082147295558606,27.37313445144852
3887.0,River Mahanadi At Sambalpur Fd/S At Shankarmath,Odisha,,"River Mahanadi At Sambalpur Fd/S At Shankarmath, Odisha, India",21.4374194,83.989474,26.76,83.0,2.2,Clouds,1,21.0,31.0,5.8,7.6,7.2,8.3,146.0,380.0,1.4,2.2,0.32,0.84,220.0,1700.0,790.0,4900.0,2.0,14.0,26.328354415462567,36.98900228315363,31.658678349308097
1275.0,River Mahanadi At Tikarpada,Odisha,,"River Mahanadi At Tikarpada, Odisha, India",20.6131507,84.7915999,26.6,84.0,1.2,Clouds,1,22.0,28.0,5.8,7.567400135409613,6.6,8.4,137.0,358.0,1.1,1.8,0.32,2.46,13.0,130.0,78.0,790.0,2.0,5.0,20.31352451008538,33.911834497674846,27.112679503880113
1276.0,River Mahanadi At Narsinghpur,Odisha,,"River Mahanadi At Narsinghpur, Odisha, India",20.463451,85.0837293,27.34,80.0,1.23,Clouds,1,21.0,34.0,6.8,8.2,6.5,8.2,160.0,247.0,1.1,1.5,0.32,1.9082062950322338,78.0,2300.0,490.0,4900.0,2.0,49.0,18.21107554234307,29.941842283728985,24.076458913036028
1277.0,River Mahanadi At Cuttack U/S,Odisha,,"River Mahanadi At Cuttack U/S, Odisha, India",20.462521,85.8829895,28.1,81.0,2.42,Clouds,1,21.0,35.0,6.4,8.6,6.9,8.0,173.0,253.0,1.1,1.7,0.32,1.56,78.0,2200.0,330.0,4700.0,2.0,49.0,21.150024956200316,29.765848047384313,25.457936501792314
1278.0,River Mahanadi At Cuttack D/S,Odisha,,"River Mahanadi At Cuttack D/S, Odisha, India",20.462521,85.8829895,28.1,81.0,2.42,Clouds,1,20.0,33.0,6.6,8.5,7.1,8.1,180.0,340.0,1.3,2.6,0.32,0.84,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,11.0,240.0,23.65325152694692,37.40498658052909,30.529119053738007
3888.0,River Mahanadi At Power Channel U/S Near Burla,Odisha,,"River Mahanadi At Power Channel U/S Near Burla, Odisha, India",21.4907773,83.9094288,26.4,83.0,2.23,Clouds,1,23.0,30.0,6.0,7.8,7.1,8.0,162.0,246.0,1.1,2.0,0.32,0.77,23.0,1300.0,79.0,3300.0,5.957692307692308,91.9023746701847,22.911164707266245,33.16780974881009,28.03948722803817
3890.0,River Mahanadi At Cuttack Fd/S At Gatirautapatna,Odisha,,"River Mahanadi At Cuttack Fd/S At Gatirautapatna, Odisha, India",20.462521,85.8829895,28.1,81.0,2.42,Clouds,1,20.0,32.0,6.4,8.5,7.1,8.4,167.0,248.0,1.5,2.0,0.32,0.95,330.0,636.0863579474343,1700.0,1565.5568332596197,5.0,130.0,25.68017613206636,34.21556052582587,29.947868328946115
2407.0,River Mahanadi At Paradeep U/S (Before Industrial Activity At Paradeep),Odisha,,"River Mahanadi At Paradeep U/S (Before Industrial Activity At Paradeep), Odisha, India",20.2654232,86.65290689999999,28.31,81.0,4.61,Clouds,1,24.5,33.4,6.0,8.6,7.2,8.2,158.0,662.4912944738834,1.1,1.4,0.32,0.88,2.0,1300.0,2.0,3300.0,2.0,33.0,23.48534498801866,28.163924925384077,25.824634956701367
1639.0,River Mahanadi At Paradeep D/S,Odisha,,"River Mahanadi At Paradeep D/S, Odisha, India",20.3165523,86.6113628,28.18,79.0,3.72,Clouds,1,24.4,33.0,5.4,8.4,7.1,8.4,210.0,662.4912944738834,1.4,2.2,0.32,2.48,2.0,1700.0,2.0,4900.0,2.0,49.0,26.29775607953899,36.39575222030615,31.346754149922567
4990.0,Mahanadi Muhana North (5 Km From Shore),Odisha,,"Mahanadi Muhana North (5 Km From Shore), Odisha, India",21.01209381862653,84.03072947922732,27.37,82.0,1.9,Clouds,1,28.0,31.0,5.9,7.0,7.5,8.0,257.53576807228916,662.4912944738834,1.0,1.0,0.0,0.0,2.0,23.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,24.5483654073366,25.76466479825132,25.15651510279396
4991.0,Mahanadi Muhana South (5 Km From Shore),Odisha,,"Mahanadi Muhana South (5 Km From Shore), Odisha, India",21.01209381862653,84.03072947922732,27.37,82.0,1.9,Clouds,1,28.9,30.8,6.6,7.2,7.7,8.3,257.53576807228916,662.4912944738834,1.0,1.0,0.0,0.0,2.0,79.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,24.63001605192913,27.21466992712145,25.92234298952529
4992.0,Mahanadi Muhana / Estuary,Odisha,,"Mahanadi Muhana / Estuary, Odisha, India",18.9799151,84.151428,27.5,82.0,1.56,Clouds,1,23.3,30.4,6.2,7.3,8.0,8.1,257.53576807228916,662.4912944738834,1.0,1.0,0.0,0.0,2.0,14.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,26.988812451268757,25.8799395411788,26.43437599622378
4994.0,Mahanadi Muhana (5 Km From Shore),Odisha,,"Mahanadi Muhana (5 Km From Shore), Odisha, India",21.01209381862653,84.03072947922732,27.37,82.0,1.9,Clouds,1,23.9,31.9,5.8,6.4,7.6,8.0,257.53576807228916,662.4912944738834,1.0,1.0,0.0,0.0,33.0,170.0,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,25.292400918472055,26.733568361945114,26.012984640208586
1107.0,"River Seonath At U/S Rajnandgaon, Chhatisgarh.",Chhattisgarh,,"River Seonath At U/S Rajnandgaon, Chhatisgarh., Chhattisgarh, India",21.0976046,81.0337066,25.61,83.0,2.07,Clouds,0,20.42956204379562,29.0,6.8,7.4,7.3,7.6,142.0,492.0,1.2,2.8,0.32,0.8,95.31980715146645,636.0863579474343,64.0,1100.0,5.957692307692308,91.9023746701847,23.68251189789217,37.84063985824397,30.76157587806807
1266.0,River Seonath At Shimga Near Road Bridge,Chhattisgarh,,"River Seonath At Shimga Near Road Bridge, Chhattisgarh, India",21.6265093,81.7055997,27.24,80.0,2.31,Clouds,7,19.0,29.0,6.5,7.2,7.2,7.9,220.0,574.0,2.1,2.6,0.0,0.0,95.31980715146645,636.0863579474343,50.0,70.0,5.957692307692308,91.9023746701847,30.955823842654347,38.213572563382115,34.584698203018235
1845.0,"River Seonath Water Supply Well, Durg, Chhatisgarh.",Chhattisgarh,,"River Seonath Water Supply Well, Durg, Chhatisgarh., Chhattisgarh, India",21.1904494,81.2849169,25.93,82.0,2.41,Clouds,0,20.42956204379562,29.0,6.4,7.6,7.4,7.6,189.0,498.0,1.2,2.4,0.0,0.8,95.31980715146645,636.0863579474343,9.0,1100.0,5.957692307692308,91.9023746701847,24.868193264524233,34.2419633002771,29.555078282400665
3166.0,"River Seonath At Jhinghri Village, A/C Of Samoda Nalla, Chhatisgarh.",Chhattisgarh,,"River Seonath At Jhinghri Village, A/C Of Samoda Nalla, Chhatisgarh., Chhattisgarh, India",21.2821251,82.0730755,26.18,85.0,2.59,Clouds,1,24.0,29.0,2.2,7.2,7.2,7.9,419.0,518.0,2.0,3.3000373692077725,0.48,1.05,560.0,560.0,240.0,1100.0,5.957692307692308,91.9023746701847,36.92082740610136,43.99066768689191,40.45574754649664
3167.0,"River Seonath At Mohad, Rajnandgaon",Chhattisgarh,,"River Seonath At Mohad, Rajnandgaon, Chhattisgarh, India",20.9539855,80.8270175,25.63,81.0,2.11,Clouds,0,20.42956204379562,29.0,6.8,7.4,7.3,7.6,94.0,504.0,1.4,2.8,0.32,1.1,95.31980715146645,636.0863579474343,93.0,1100.0,5.957692307692308,91.9023746701847,25.327707056238776,37.851607253468245,31.589657154853512
2403.0,River Bheden Before Confluence With Ib River,Odisha,,"River Bheden Before Confluence With Ib River, Odisha, India",22.1028806085793,84.02196319693411,27.19,75.0,2.0,Clouds,1,19.0,32.0,7.6,8.4,6.8,8.5,125.0,795.0,1.3,1.7,0.32,1.2,45.0,1300.0,170.0,3300.0,2.0,27.0,20.353513749135246,32.69362581440974,26.523569781772494
1265.0,River Kharoon At Bhatagaon Near Water Supply Intakewell Raipur,Chhattisgarh,,"River Kharoon At Bhatagaon Near Water Supply Intakewell Raipur, Chhattisgarh, India",21.2126911,81.6215428,26.21,82.0,2.51,Clouds,0,20.0,29.0,6.4,7.3,7.1,8.2,190.0,2020.0,2.1,2.5,0.0,0.0,95.31980715146645,636.0863579474343,34.0,60.0,5.957692307692308,91.9023746701847,30.52937865285712,38.97863973222644,34.75400919254178
1846.0,"River Kharoon B/C Khapri Nahla Raipur Road,Chhattisgarh",Chhattisgarh,,"River Kharoon B/C Khapri Nahla Raipur Road,Chhattisgarh, Chhattisgarh, India",21.7246348,81.7872605,27.32,80.0,2.42,Clouds,7,20.42956204379562,29.0,2.2,7.2,7.3,8.0,400.0,662.4912944738834,1.8,10.0,0.43,4.03,95.31980715146645,636.0863579474343,210.0,11100.0,5.957692307692308,91.9023746701847,35.716827247492944,99.84323353969107,67.780030393592
1847.0,"River Kharoon A/C Khapri Nahla,Chhattisgarh",Chhattisgarh,,"River Kharoon A/C Khapri Nahla,Chhattisgarh, Chhattisgarh, India",21.2786567,81.8661442,26.5,83.0,2.53,Clouds,1,20.42956204379562,29.0,4.0,7.2,7.1,7.9,400.0,539.0,2.0,12.0,0.43,2.26,95.31980715146645,636.0863579474343,220.0,1100.0,5.957692307692308,91.9023746701847,33.42459061497358,115.61937997119095,74.52198529308227
1853.0,"River Kharoon At Village Bendri, Near Water Supply Intakewell",Chhattisgarh,,"River Kharoon At Village Bendri, Near Water Supply Intakewell, Chhattisgarh, India",21.1612509,81.4236739,25.67,83.0,2.5,Clouds,0,22.0,32.0,6.2,6.9,7.1,7.6,194.0,482.0,2.1,2.9,0.0,0.0,95.31980715146645,636.0863579474343,56.0,80.0,5.957692307692308,91.9023746701847,30.837901789867626,39.402072668862644,35.11998722936514
1105.0,River Hasdeo Up Stream Of Hasdeo Bango Hydel Power Station Station Machadoli Korba,Chhattisgarh,,"River Hasdeo Up Stream Of Hasdeo Bango Hydel Power Station Station Machadoli Korba, Chhattisgarh, India",22.6043046,82.5978327,24.02,88.0,0.48,Rain,7,24.1,26.2,0.3,8.6,7.2,7.4,126.0,1326.0,1.0,1.2,0.37,0.53,4.0,22.0,24.0,49.0,5.957692307692308,91.9023746701847,31.45632836553339,21.472938109268377,26.464633237400882
1106.0,River Hasdeo At U/S Of Champa Chhattisgarh,Chhattisgarh,,"River Hasdeo At U/S Of Champa Chhattisgarh, Chhattisgarh, India",22.0300039,82.6515036,28.0,73.0,1.18,Clouds,1,20.1,33.0,6.0,7.2,7.2,8.0,160.0,374.0,1.8,3.1,0.4129202168861347,4.4,12.0,170.0,28.0,630.0,5.957692307692308,91.9023746701847,29.249662644400416,42.931468639593554,36.09056564199699
3165.0,"River Hasdeo 100 Meter Downstream After Confluence Of Dengur Nallah Nera C.S.E.B. East Guest House, Korba, Chhatisgarh.",Chhattisgarh,,"River Hasdeo 100 Meter Downstream After Confluence Of Dengur Nallah Nera C.S.E.B. East Guest House, Korba, Chhatisgarh., Chhattisgarh, India",22.3473318,82.7238284,26.09,81.0,0.65,Clouds,7,24.5,26.2,7.2,8.0,7.2,7.6,149.0,1524.0,1.0,1.8,0.61,1.1,13.0,37.0,34.0,150.0,5.957692307692308,91.9023746701847,20.825996292160227,28.52047247108532,24.673234381622773
3169.0,"River Hasdeo At Drinking Water Intank Well Of Municipal Co. Korba (Before Treatment ) At Lohadia Village,",Chhattisgarh,,"River Hasdeo At Drinking Water Intank Well Of Municipal Co. Korba (Before Treatment ) At Lohadia Village,, Chhattisgarh, India",22.0168292685039,82.66991611310957,27.93,73.0,1.16,Clouds,1,24.5,26.2,7.2,7.8,7.1,7.5,136.0,1442.0,1.0,1.6,0.47,0.93,9.0,25.0,21.0,58.0,5.957692307692308,91.9023746701847,20.23902839415614,26.593153648691107,23.416091021423625
3170.0,River Hasdeo Drinking Water Intake Well Of Municipal Co. Korba After Treatment Plant At Village Kohadia Korba,Chhattisgarh,,"River Hasdeo Drinking Water Intake Well Of Municipal Co. Korba After Treatment Plant At Village Kohadia Korba, Chhattisgarh, India",21.970508,81.67746749999999,27.12,78.0,2.54,Clouds,7,24.7,26.3,7.6,8.2,7.2,7.5,141.0,1565.0,1.0,1.0,0.44,0.82,2.0,4.0,2.0,22.0,5.957692307692308,91.9023746701847,20.199513378824367,21.030563321976707,20.61503835040054
1267.0,River Ib At Sundargarh,Odisha,,"River Ib At Sundargarh, Odisha, India",22.2516011,84.7772474,26.73,82.0,1.97,Clouds,1,22.0,32.0,5.4,8.1,6.5,7.8,107.0,180.0,1.1,1.9,0.32,0.83,45.0,1700.0,330.0,3500.0,5.957692307692308,91.9023746701847,20.360035736504674,30.842548095791383,25.60129191614803
1268.0,River Ib At Jharsuguda (Intake),Odisha,,"River Ib At Jharsuguda (Intake), Odisha, India",22.1028806085793,84.02196319693411,27.19,75.0,2.0,Clouds,1,18.0,32.0,7.8,8.6,6.8,8.3,98.0,333.0,1.1,1.5,0.32,1.37,230.0,1700.0,940.0,3500.0,5.957692307692308,91.9023746701847,18.457008735422775,29.70405989316038,24.080534314291576
1269.0,River Ib At Brajarajnagar (Intake) D/S,Odisha,,"River Ib At Brajarajnagar (Intake) D/S, Odisha, India",21.8284575,83.91759259999999,26.99,76.0,2.31,Clouds,1,17.0,33.0,7.6,8.2,6.7,8.5,115.0,338.0,1.4,1.8,0.32,1.09,130.0,1700.0,790.0,4900.0,5.957692307692308,91.9023746701847,20.622447698965214,33.94380285182382,27.283125275394518
1300.0,River Ib At Brajarajnagar U/S,Odisha,,"River Ib At Brajarajnagar U/S, Odisha, India",21.8284575,83.91759259999999,26.99,76.0,2.31,Clouds,1,18.0,33.0,7.6,8.2,6.8,8.2,120.0,265.0,1.1,1.9,0.32,1.38,110.0,790.0,490.0,2400.0,5.957692307692308,91.9023746701847,18.728599827059227,32.75820699861746,25.743403412838344
2409.0,River Serua At Cuttack Fd/S (Serua) At Sankhatrasa,Odisha,,"River Serua At Cuttack Fd/S (Serua) At Sankhatrasa, Odisha, India",20.462521,85.8829895,28.1,81.0,2.42,Clouds,1,22.0,30.0,6.3,8.6,7.2,8.5,149.0,280.0,1.1,3.9,0.32,1.34,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,49.0,220.0,23.051456035320527,50.2847541448663,36.66810509009341
1279.0,River Kuakhai At Bhubaneswar U/S,Odisha,,"River Kuakhai At Bhubaneswar U/S, Odisha, India",20.40858029130485,85.86157641565939,28.12,89.0,1.54,Clouds,1,21.0,31.0,6.3,9.2,6.8,7.8,150.0,253.0,1.1,1.7,0.32,2.79,490.0,4900.0,1700.0,1565.5568332596197,11.0,110.0,20.849685289518806,28.514428192827886,24.682056741173348
1280.0,River Daya At Bhubaneswar D/S,Odisha,,"River Daya At Bhubaneswar D/S, Odisha, India",20.2090623,85.8515042,28.18,89.0,1.54,Clouds,1,20.0,33.0,2.8,7.1,6.7,7.5,162.0,430.0,2.8,5.7,0.32,4.4,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,22.0,540.0,39.529765753271384,61.70977199914059,50.61976887620599
2410.0,River Kuakhai At Bhubaneswar Fu/S,Odisha,,"River Kuakhai At Bhubaneswar Fu/S, Odisha, India",20.40858029130485,85.86157641565939,28.12,89.0,1.54,Clouds,1,21.0,31.0,6.1,10.5,6.8,7.7,183.0,241.0,1.3,1.8,0.32,0.67,130.0,2200.0,790.0,4900.0,5.0,79.0,22.693954793257074,25.884226993254195,24.289090893255633
1640.0,River Birupa At Choudwar D/S,Odisha,,"River Birupa At Choudwar D/S, Odisha, India",20.5466511,85.9120892,26.86,80.0,2.22,Clouds,1,22.0,31.0,6.8,8.8,7.3,8.4,160.0,2478.0,1.2,2.1,0.32,1.33,170.0,4900.0,1300.0,1565.5568332596197,5.957692307692308,91.9023746701847,23.70828621116709,35.85194892066724,29.780117565917166
1848.0,"River Arpa D/S Of Bilaspur City At Check Dam Outlet Near Deori Khurd, Bilaspur",Chhattisgarh,,"River Arpa D/S Of Bilaspur City At Check Dam Outlet Near Deori Khurd, Bilaspur, Chhattisgarh, India",22.0642219,82.2019809,27.64,76.0,1.44,Clouds,7,21.2,32.5,5.8,7.0,6.8,9.0,376.0,928.0,2.8,4.7,0.4129202168861347,6.0,20.0,130.0,70.0,490.0,5.957692307692308,91.9023746701847,35.4636531569584,62.253302379473176,48.85847776821579
1849.0,River Kelo U/S Urdana Village,Chhattisgarh,,"River Kelo U/S Urdana Village, Chhattisgarh, India",21.924848,83.41365309999999,27.07,77.0,1.51,Clouds,1,15.2,30.0,6.8,7.4,7.1,7.9,192.0,367.0,1.4,2.9,0.84,1.18,13.0,13.0,39.0,460.0,5.957692307692308,91.9023746701847,24.160927177140845,40.23256365874026,32.196745417940555
1850.0,River Kelo D/S Lahangapali Bridge Midmida Village,Chhattisgarh,,"River Kelo D/S Lahangapali Bridge Midmida Village, Chhattisgarh, India",21.8248306,83.43500619999999,26.83,79.0,2.58,Clouds,1,15.0,32.0,6.0,7.4,7.3,8.7,194.0,682.0,1.8,3.8,0.98,1.42,50.0,50.0,64.0,460.0,5.957692307692308,91.9023746701847,29.8623798946571,52.300300227068085,41.081340060862594
2411.0,River Daya At Bhubaneswar Fd/S ( 2 Km After Confluence Of Gangua Nallah With Daya),Odisha,,"River Daya At Bhubaneswar Fd/S ( 2 Km After Confluence Of Gangua Nallah With Daya), Odisha, India",20.2959847,85.8246101,27.98,89.0,1.54,Clouds,1,20.0,33.0,3.0,7.3,6.9,7.7,155.0,426.0,2.3,4.8,0.38,4.79,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,17.0,240.0,36.271981644510944,55.17383345784286,45.7229075511769
3894.0,River Daya At Gelapur,Odisha,,"River Daya At Gelapur, Odisha, India",19.8712574,85.55027299999999,28.19,82.0,3.92,Clouds,1,23.0,32.0,6.2,9.4,7.1,8.4,137.0,282.0,1.2,1.7,0.32,0.59,230.0,2200.0,1100.0,4900.0,5.0,79.0,23.48958151215434,30.819654303401595,27.15461790777797
3895.0,River Daya At Kanas,Odisha,,"River Daya At Kanas, Odisha, India",19.8712574,85.55027299999999,28.19,82.0,3.92,Clouds,1,19.0,35.0,3.4,9.5,6.6,8.0,143.0,472.0,1.2,2.4,0.32,7.43,220.0,636.0863579474343,1300.0,1565.5568332596197,5.0,130.0,24.902490394389684,33.877877652574774,29.390184023482227
3891.0,River Kathajodi At Cuttack U/S,Odisha,,"River Kathajodi At Cuttack U/S, Odisha, India",20.4573017709695,85.8306669209106,28.18,81.0,2.36,Clouds,1,22.0,30.0,6.3,9.2,7.2,8.5,153.0,252.0,1.1,1.6,0.32,0.59,130.0,1300.0,490.0,3300.0,5.957692307692308,91.9023746701847,23.06200638388421,30.614938839567873,26.83847261172604
1301.0,River Kathajodi At Cuttack D/S,Odisha,,"River Kathajodi At Cuttack D/S, Odisha, India",20.4573017709695,85.8306669209106,28.18,81.0,2.36,Clouds,1,21.0,31.0,6.0,8.8,7.2,8.4,151.0,361.0,1.5,4.2,0.32,1.43,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,23.0,240.0,26.804361588628844,51.86662349222242,39.33549254042563
3892.0,River Kathajodi At Cuttack Fd/S At Mattagajpur,Odisha,,"River Kathajodi At Cuttack Fd/S At Mattagajpur, Odisha, India",20.4573017709695,85.8306669209106,28.18,81.0,2.36,Clouds,1,22.0,31.0,7.0,8.6,7.1,8.3,202.0,388.0,1.3,3.9,0.32,1.12,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,13.0,170.0,23.036335545581167,49.11545777638592,36.075896660983545
3893.0,River Kathajodi At Cuttack Fd/S At Kamasasan,Odisha,,"River Kathajodi At Cuttack Fd/S At Kamasasan, Odisha, India",20.4573017709695,85.8306669209106,28.18,81.0,2.36,Clouds,1,22.0,32.0,6.6,8.5,7.3,8.5,158.0,327.0,1.3,2.5,0.32,0.98,330.0,636.0863579474343,1700.0,1565.5568332596197,5.957692307692308,91.9023746701847,24.887862469724077,38.9100572804446,31.898959875084337
3900.0,River Gobari At Kendrapara U/S,Odisha,,"River Gobari At Kendrapara U/S, Odisha, India",20.46377992448526,86.53965674317395,28.15,77.0,3.15,Clouds,1,23.5,32.8,2.4,5.5,7.1,8.2,168.0,1843.0,1.1,2.2,0.32,0.81,330.0,4900.0,1100.0,1565.5568332596197,5.957692307692308,91.9023746701847,28.55734066041353,40.58379664505101,34.57056865273227
3901.0,River Gobari At Kendrapara D/S,Odisha,,"River Gobari At Kendrapara D/S, Odisha, India",20.46377992448526,86.53965674317395,28.15,77.0,3.15,Clouds,1,24.5,33.7,2.0,5.2,6.9,8.2,205.0,2453.0,1.5,2.6,0.32,0.84,95.31980715146645,636.0863579474343,1700.0,1565.5568332596197,5.957692307692308,91.9023746701847,31.23550489359747,43.07517023278782,37.155337563192646
3902.0,River Devi At Macchgaon,Odisha,,"River Devi At Macchgaon, Odisha, India",19.9831586,86.34006699999999,28.03,80.0,3.88,Clouds,1,24.1,33.2,5.2,7.8,7.1,8.3,182.0,662.4912944738834,1.2,2.0,0.32,0.94,78.0,2200.0,230.0,4900.0,5.957692307692308,91.9023746701847,24.98428503443009,35.187150642764635,30.08571783859736
3896.0,River Gangua Near Rajdhani Engineering College,Odisha,,"River Gangua Near Rajdhani Engineering College, Odisha, India",20.3350768,85.8504385,28.15,89.0,1.54,Clouds,1,20.0,30.0,0.3,7.567400135409613,6.7,7.4,172.0,449.0,1.7601102307957286,3.3000373692077725,0.32,1.9082062950322338,95.31980715146645,636.0863579474343,395.1527835914609,1565.5568332596197,5.957692307692308,91.9023746701847,34.8318290703959,40.57617968393249,37.704004377164196
3897.0,River Gangua At Palasuni,Odisha,,"River Gangua At Palasuni, Odisha, India",20.3052766,85.863337,28.13,89.0,1.54,Clouds,1,22.0,32.0,0.3,7.567400135409613,7.12699808795411,7.2,201.0,702.0,1.7601102307957286,3.3000373692077725,0.32,1.9082062950322338,2.0,636.0863579474343,2.0,1565.5568332596197,2.0,350.0,37.28229639680156,39.41492607194989,38.348611234375724
3898.0,River Gangua At Samantarapur,Odisha,,"River Gangua At Samantarapur, Odisha, India",20.2349322,85.842865,28.17,89.0,1.54,Clouds,1,22.0,32.0,0.3,7.567400135409613,6.6,7.2,268.0,580.0,1.7601102307957286,3.3000373692077725,0.32,1.9082062950322338,2.0,636.0863579474343,2.0,1565.5568332596197,2.0,280.0,34.222404231078414,39.41492607194989,36.81866515151415
